timestamp,maquina_id,topico_uns,ciclo_tempo_s,pressao_mpa,umidade_pct,temp_matriz_c,pecas_produzidas,flag_defeito
2025-10-26 19:34:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.8,14.22,13.45,52.8,2,0
2025-10-26 19:39:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.12,15.66,14.35,58.8,2,0
2025-10-26 19:39:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.55,19.94,11.84,59.8,2,0
2025-10-26 19:44:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.13,15.61,12.39,59.4,2,0
2025-10-26 19:44:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.9,16.91,9.26,52.5,2,0
2025-10-26 19:49:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.3,15.71,14.44,54.5,2,0
2025-10-26 19:49:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.72,14.38,12.06,63.6,2,0
2025-10-26 19:54:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.15,14.89,11.9,57.6,2,0
2025-10-26 19:54:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.8,11.6,11.51,65.7,2,1
2025-10-26 19:59:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.2,14.33,11.43,66.0,2,0
2025-10-26 19:59:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.16,17.87,12.14,58.8,2,0
2025-10-26 20:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.15,14.16,12.33,61.5,2,0
2025-10-26 20:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.02,10.01,11.57,75.6,2,1
2025-10-26 20:09:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.0,15.06,11.15,59.0,2,0
2025-10-26 20:09:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.53,15.92,12.68,67.4,2,0
2025-10-26 20:14:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.94,15.3,13.17,50.0,2,0
2025-10-26 20:14:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.15,13.21,12.85,57.4,2,0
2025-10-26 20:19:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.27,15.41,11.93,62.6,2,0
2025-10-26 20:19:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.16,13.28,12.38,52.8,2,0
2025-10-26 20:24:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.01,15.44,8.31,52.8,2,0
2025-10-26 20:24:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.55,14.82,13.23,57.5,2,0
2025-10-26 20:29:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.93,14.57,11.56,58.3,2,0
2025-10-26 20:29:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.3,12.33,11.53,54.1,2,0
2025-10-26 20:34:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.25,15.54,11.97,50.1,2,0
2025-10-26 20:34:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.75,16.46,11.09,61.2,2,0
2025-10-26 20:39:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.82,14.99,13.39,63.6,2,0
2025-10-26 20:39:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.03,15.74,13.83,58.8,2,0
2025-10-26 20:44:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.18,14.21,10.89,53.8,2,0
2025-10-26 20:44:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.06,14.15,13.8,62.5,2,0
2025-10-26 20:49:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.64,15.36,10.69,58.4,2,0
2025-10-26 20:49:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.03,17.24,11.86,,2,1
2025-10-26 20:54:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.88,15.19,13.23,64.7,2,0
2025-10-26 20:54:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.04,17.0,15.64,63.6,2,1
2025-10-26 20:59:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.33,15.43,13.83,61.4,2,0
2025-10-26 20:59:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.89,19.29,12.41,64.3,2,0
2025-10-26 21:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.03,14.63,10.35,58.8,2,0
2025-10-26 21:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.28,15.1,14.64,65.4,2,1
2025-10-26 21:09:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.83,15.34,10.4,71.9,2,1
2025-10-26 21:09:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.07,14.23,13.74,55.9,2,0
2025-10-26 21:14:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.05,15.05,10.63,52.6,2,0
2025-10-26 21:14:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.96,17.72,11.86,63.7,2,0
2025-10-26 21:19:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.06,15.34,15.76,57.7,2,1
2025-10-26 21:19:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.51,15.79,12.85,64.0,2,0
2025-10-26 21:24:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.07,15.0,11.24,58.8,2,0
2025-10-26 21:24:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.01,13.56,10.81,61.4,2,0
2025-10-26 21:29:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.08,14.86,11.32,58.4,2,0
2025-10-26 21:29:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.08,14.37,9.77,64.0,2,0
2025-10-26 21:34:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.25,14.83,12.05,61.8,2,0
2025-10-26 21:34:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.23,9.36,11.88,66.8,2,1
2025-10-26 21:39:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.02,16.43,10.79,59.5,2,0
2025-10-26 21:39:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.62,18.1,13.94,62.1,2,0
2025-10-26 21:44:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.07,15.38,12.37,59.1,2,0
2025-10-26 21:44:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.96,14.03,12.52,50.2,2,0
2025-10-26 21:49:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.86,14.45,11.1,59.3,2,0
2025-10-26 21:49:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.69,15.22,13.43,C,2,1
2025-10-26 21:54:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.15,14.24,14.06,63.6,2,0
2025-10-26 21:54:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.93,16.25,10.43,65.2,2,0
2025-10-26 21:59:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.96,15.12,12.68,55.3,2,0
2025-10-26 21:59:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.27,13.54,7.07,51.0,2,0
2025-10-26 22:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.09,14.52,10.47,66.3,2,0
2025-10-26 22:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.65,10.9,11.63,61.3,2,1
2025-10-26 22:09:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.25,14.78,9.72,57.1,2,0
2025-10-26 22:09:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.93,11.47,13.91,59.5,2,1
2025-10-26 22:14:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.13,15.15,10.42,53.2,2,0
2025-10-26 22:14:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.82,19.95,12.47,65.0,2,0
2025-10-26 22:19:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.36,14.37,12.4,67.5,2,0
2025-10-26 22:19:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.78,15.6,14.56,71.0,2,1
2025-10-26 22:24:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.23,15.06,12.72,60.5,2,0
2025-10-26 22:24:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.19,16.37,10.93,55.5,2,0
2025-10-26 22:29:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.97,15.29,15.02,64.1,2,1
2025-10-26 22:29:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.81,13.51,15.76,62.2,2,1
2025-10-26 22:34:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.16,14.3,12.32,55.1,2,0
2025-10-26 22:34:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.28,16.17,12.54,60.0,2,0
2025-10-26 22:39:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.91,14.95,11.78,57.0,2,0
2025-10-26 22:39:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.34,10.36,9.14,57.7,2,1
2025-10-26 22:44:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.11,15.02,10.26,61.4,2,0
2025-10-26 22:44:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.13,15.84,14.68,56.1,2,1
2025-10-26 22:49:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.97,14.16,11.6,57.2,2,0
2025-10-26 22:49:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.66,13.42,12.79,79.4,2,1
2025-10-26 22:54:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.89,14.92,12.47,63.5,2,0
2025-10-26 22:54:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.87,12.04,12.82,70.6,2,1
2025-10-26 22:59:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.9,14.76,10.92,64.5,2,0
2025-10-26 22:59:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.37,10.36,11.1,66.9,2,1
2025-10-26 23:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.23,15.27,12.69,57.4,2,0
2025-10-26 23:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.06,19.42,12.53,C,2,1
2025-10-26 23:09:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.99,15.07,9.84,60.4,2,0
2025-10-26 23:09:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.63,10.67,12.98,61.6,2,1
2025-10-26 23:14:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.01,15.46,13.17,61.3,2,0
2025-10-26 23:14:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.48,17.98,8.87,56.1,2,0
2025-10-26 23:19:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.86,14.9,11.75,54.8,2,0
2025-10-26 23:19:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.5,13.97,14.7,54.1,2,1
2025-10-26 23:24:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.72,14.89,12.06,63.8,2,0
2025-10-26 23:24:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.84,12.48,10.88,56.5,2,0
2025-10-26 23:29:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.85,14.81,9.4,61.5,2,0
2025-10-26 23:29:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.05,12.99,8.93,55.8,2,0
2025-10-26 23:34:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.04,15.98,12.64,50.5,2,0
2025-10-26 23:34:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.17,13.91,12.06,60.9,2,0
2025-10-26 23:39:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.74,15.16,12.44,55.5,2,0
2025-10-26 23:39:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.61,15.79,11.98,63.5,2,0
2025-10-26 23:44:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.98,15.0,13.34,61.7,2,0
2025-10-26 23:44:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.0,12.63,12.84,53.5,2,0
2025-10-26 23:49:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.12,14.35,14.87,62.1,2,1
2025-10-26 23:49:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.73,10.57,13.01,69.7,2,1
2025-10-26 23:54:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.8,15.03,12.23,58.5,2,0
2025-10-26 23:54:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.18,18.18,12.85,60.8,2,0
2025-10-26 23:59:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.26,15.76,16.59,60.7,2,1
2025-10-26 23:59:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.09,13.5,12.59,59.6,2,0
2025-10-27 00:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.64,15.75,10.82,68.4,2,1
2025-10-27 00:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.67,18.18,11.22,77.5,2,1
2025-10-27 00:09:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.0,14.57,11.82,50.0,2,0
2025-10-27 00:09:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.98,16.75,13.4,49.7,2,0
2025-10-27 00:14:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.05,13.76,15.81,61.1,2,1
2025-10-27 00:14:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.84,14.09,11.13,63.7,2,0
2025-10-27 00:19:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.84,14.48,8.9,56.9,2,0
2025-10-27 00:19:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.76,13.45,13.25,57.4,2,0
2025-10-27 00:24:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.22,15.4,13.91,69.1,2,1
2025-10-27 00:24:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.76,15.02,11.08,68.1,2,1
2025-10-27 00:29:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.31,14.71,9.86,64.8,2,0
2025-10-27 00:29:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.82,15.38,11.93,56.3,2,0
2025-10-27 00:34:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.31,15.05,10.75,60.9,2,0
2025-10-27 00:34:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.15,12.87,13.36,69.7,2,1
2025-10-27 00:39:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.62,15.26,13.28,65.5,2,0
2025-10-27 00:39:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.08,10.11,12.58,79.0,2,1
2025-10-27 00:44:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.83,15.06,9.77,57.8,2,0
2025-10-27 00:44:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.91,17.79,11.93,62.4,2,0
2025-10-27 00:49:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.99,14.64,11.01,62.8,2,0
2025-10-27 00:49:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.13,14.84,14.65,64.0,2,1
2025-10-27 00:54:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.97,14.23,12.46,59.2,2,0
2025-10-27 00:54:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.29,19.83,11.92,51.6,2,0
2025-10-27 00:59:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.07,15.33,10.96,61.2,2,0
2025-10-27 00:59:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.62,14.74,12.13,71.9,2,1
2025-10-27 01:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.06,15.09,12.93,61.6,2,0
2025-10-27 01:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.72,20.85,11.8,64.7,2,0
2025-10-27 01:09:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.55,14.62,13.62,55.9,2,0
2025-10-27 01:09:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.74,18.35,11.89,57.4,2,0
2025-10-27 01:14:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.8,14.69,11.64,62.8,2,0
2025-10-27 01:14:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.74,17.41,12.65,67.8,2,0
2025-10-27 01:19:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.09,15.53,12.55,54.1,2,0
2025-10-27 01:19:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.27,15.6,12.7,60.6,2,0
2025-10-27 01:24:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.71,14.5,14.58,48.0,2,1
2025-10-27 01:24:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.21,11.22,8.89,66.5,2,1
2025-10-27 01:29:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.91,14.37,9.49,55.7,2,0
2025-10-27 01:29:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.26,11.45,12.85,69.9,2,1
2025-10-27 01:34:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.9,14.82,9.98,67.1,2,0
2025-10-27 01:34:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.99,15.94,10.25,54.2,2,0
2025-10-27 01:39:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.22,16.0,13.23,57.2,2,0
2025-10-27 01:39:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.94,11.33,16.14,74.1,2,1
2025-10-27 01:44:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.73,15.38,12.01,63.2,2,0
2025-10-27 01:44:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.82,19.05,13.2,63.8,2,0
2025-10-27 01:49:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.93,15.07,11.44,66.7,2,0
2025-10-27 01:49:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.21,14.18,12.68,53.7,2,0
2025-10-27 01:54:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.27,15.59,12.29,65.5,2,0
2025-10-27 01:54:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.86,14.57,12.54,61.5,2,0
2025-10-27 01:59:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.85,14.4,10.59,62.8,2,0
2025-10-27 01:59:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.11,15.97,14.79,63.8,2,1
2025-10-27 05:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.07,15.51,10.15,65.7,2,0
2025-10-27 05:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.11,17.36,12.56,64.9,2,0
2025-10-27 05:09:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.78,15.02,11.88,59.9,2,0
2025-10-27 05:09:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.92,12.95,12.88,49.8,2,0
2025-10-27 05:14:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.28,14.77,11.85,60.7,2,0
2025-10-27 05:14:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.38,13.99,12.67,53.2,2,0
2025-10-27 05:19:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.66,14.16,12.53,69.8,2,1
2025-10-27 05:19:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.09,14.01,13.94,54.1,2,0
2025-10-27 05:24:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.16,14.64,12.31,59.3,2,0
2025-10-27 05:24:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.03,13.69,9.4,73.6,2,1
2025-10-27 05:29:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.86,15.95,12.75,60.2,2,0
2025-10-27 05:29:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.23,16.11,11.36,58.9,2,0
2025-10-27 05:34:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.32,14.77,11.78,62.9,2,0
2025-10-27 05:34:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.28,18.24,7.37,62.8,2,0
2025-10-27 05:39:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.93,14.85,13.61,61.5,2,0
2025-10-27 05:39:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.99,21.84,13.38,73.1,2,1
2025-10-27 05:44:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.77,14.37,10.31,66.2,2,0
2025-10-27 05:44:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.61,9.79,12.16,70.3,2,1
2025-10-27 05:49:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,7.14,15.91,13.64,61.5,2,0
2025-10-27 05:49:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.78,19.62,13.24,60.0,2,0
2025-10-27 05:54:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.71,14.71,13.17,51.4,2,0
2025-10-27 05:54:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,7.22,16.52,13.87,60.3,2,0
2025-10-27 05:59:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.91,14.48,10.11,62.3,2,0
2025-10-27 05:59:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.7,15.93,12.52,70.7,2,1
2025-10-27 06:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.67,14.79,14.88,56.1,2,1
2025-10-27 06:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,6.92,14.47,12.3,62.3,2,0
2025-10-27 06:09:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,6.83,14.28,10.97,57.4,2,0
