timestamp,maquina_id,topico_uns,turno,pecas_produzidas,pecas_refugadas,consumo_kwh,status
2024-11-27 00:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,897,42,14.278,Operando
2024-11-27 01:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1098,14,14.758,Operando
2024-11-27 01:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,912,20,14.411,Operando
2024-11-27 02:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1039,3,14.934,Operando
2024-11-27 02:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,903,40,14.378,Operando
2024-11-27 03:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1075,21,14.362,Operando
2024-11-27 03:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,834,17,13.902,Operando
2024-11-27 04:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1116,8,14.859,Operando
2024-11-27 04:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,938,29,14.845,Operando
2024-11-27 05:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1051,11,14.684,Operando
2024-11-27 05:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,891,26,13.885,Operando
2024-11-27 06:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1208,3,15.86,Operando
2024-11-27 06:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,1045,50,15.877,Operando
2024-11-27 07:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1196,10,16.333,Operando
2024-11-27 07:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,929,28,15.091,Operando
2024-11-27 08:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1141,17,15.036,Operando
2024-11-27 08:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,936,44,14.205,Operando
2024-11-27 09:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1195,34,16.999,Operando
2024-11-27 09:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,993,42,15.469,Operando
2024-11-27 10:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1175,22,16.747,Operando
2024-11-27 10:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,990,43,15.319,Operando
2024-11-27 11:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1156,9,16.527,Operando
2024-11-27 11:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,914,39,14.532,Operando
2024-11-27 12:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1193,6,15.996,Operando
2024-11-27 12:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,1023,35,16.031,Operando
2024-11-27 13:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1176,12,16.163,Operando
2024-11-27 13:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,1052,31,15.639,Operando
2024-11-27 14:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1213,14,16.088,Operando
2024-11-27 14:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,1016,31,15.756,Operando
2024-11-27 15:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1131,24,15.707,Operando
2024-11-27 15:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,1031,24,15.434,Operando
2024-11-27 16:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1201,6,16.125,Operando
2024-11-27 16:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,1049,29,16.002,Operando
2024-11-27 17:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1196,15,16.617,Operando
2024-11-27 17:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,980,28,15.282,Operando
2024-11-27 18:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1157,25,16.519,Operando
2024-11-27 18:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,940,33,14.424,Operando
2024-11-27 19:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1170,20,16.186,Operando
2024-11-27 19:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,932,25,15.0,Operando
2024-11-27 20:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,0,0,1.664,Parada/Manutencao
2024-11-27 20:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,910,36,14.617,Operando
2024-11-27 21:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1159,27,15.991,Operando
2024-11-27 21:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,978,45,15.112,Operando
2024-11-27 22:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1075,22,15.221,Operando
2024-11-27 22:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,889,24,14.4,Operando
2024-11-27 23:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1099,8,15.841,Operando
2024-11-27 23:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,890,33,14.124,Operando
2024-11-28 00:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1071,5,14.968,Operando
2024-11-28 00:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,859,35,13.299,Operando
2024-11-28 01:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1034,5,14.856,Operando
2024-11-28 01:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,884,34,14.296,Operando
2024-11-28 02:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1103,12,14.648,Operando
2024-11-28 02:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,908,40,14.103,Operando
2024-11-28 03:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1067,14,14.553,Operando
2024-11-28 03:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,850,25,13.334,Operando
2024-11-28 04:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1047,10,14.182,Operando
2024-11-28 04:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,927,30,14.925,Operando
2024-11-28 05:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1092,31,14.848,Operando
2024-11-28 05:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,933,45,14.906,Operando
2024-11-28 06:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1182,13,16.595,Operando
2024-11-28 06:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,991,43,15.678,Operando
2024-11-28 07:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1197,32,16.257,Operando
2024-11-28 07:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,1042,22,16.221,Operando
2024-11-28 08:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1151,22,15.177,Operando
2024-11-28 08:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,1032,38,15.482,Operando
2024-11-28 09:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1199,4,16.359,Operando
2024-11-28 09:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,911,29,14.642,Operando
2024-11-28 10:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1150,32,16.231,Operando
2024-11-28 10:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,1016,28,15.859,Operando
2024-11-28 11:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1146,13,15.362,Operando
2024-11-28 11:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,962,31,15.006,Operando
2024-11-28 12:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1240,19,17.026,Operando
2024-11-28 12:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,940,29,14.531,Operando
2024-11-28 13:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1166,23,15.894,Operando
2024-11-28 13:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,981,25,15.801,Operando
2024-11-28 14:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1179,25,16.59,Operando
2024-11-28 14:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,1049,36,15.887,Operando
2024-11-28 15:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1173,25,16.414,Operando
2024-11-28 15:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,909,24,14.922,Operando
2024-11-28 16:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1136,28,15.691,Operando
2024-11-28 16:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,1049,22,15.896,Operando
2024-11-28 17:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1224,7,16.267,Operando
2024-11-28 17:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,1006,42,15.968,Operando
2024-11-28 18:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1232,29,16.154,Operando
2024-11-28 18:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,966,43,15.049,Operando
2024-11-28 19:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1144,26,15.625,Operando
2024-11-28 19:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,999,49,15.953,Operando
2024-11-28 20:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1124,32,15.002,Operando
2024-11-28 20:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,999,34,15.374,Operando
2024-11-28 21:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1189,12,16.687,Operando
2024-11-28 21:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,1037,36,15.394,Operando
2024-11-28 22:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1034,21,14.988,Operando
2024-11-28 22:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,883,26,14.517,Operando
2024-11-28 23:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1038,17,14.867,Operando
2024-11-28 23:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,822,39,13.277,Operando
2024-11-29 00:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1085,7,15.613,Operando
2024-11-29 00:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,837,37,13.912,Operando
2024-11-29 01:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1037,22,14.167,Operando
2024-11-29 01:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,818,39,13.203,Operando
2024-11-29 02:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1114,24,15.967,Operando
2024-11-29 02:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,908,45,14.313,Operando
2024-11-29 03:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1079,21,15.498,Operando
2024-11-29 03:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,944,43,14.273,Operando
2024-11-29 04:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1048,15,14.641,Operando
2024-11-29 04:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,861,37,14.142,Operando
2024-11-29 05:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1054,17,14.093,Operando
2024-11-29 05:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,893,35,13.9,Operando
2024-11-29 06:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1205,5,15.824,Operando
2024-11-29 06:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,996,37,15.559,Operando
2024-11-29 07:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1187,10,16.824,Operando
2024-11-29 07:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,1010,25,15.893,Operando
2024-11-29 08:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1128,30,15.287,Operando
2024-11-29 08:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,1006,25,15.027,Operando
2024-11-29 09:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1158,26,16.04,Operando
2024-11-29 09:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,896,42,14.413,Operando
2024-11-29 10:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1147,8,16.397,Operando
2024-11-29 10:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,1001,45,15.614,Operando
2024-11-29 11:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1184,33,16.366,Operando
2024-11-29 11:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,976,39,15.037,Operando
2024-11-29 12:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1195,3,15.646,Operando
2024-11-29 12:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,1051,22,15.942,Operando
2024-11-29 13:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Manhã,1202,30,16.414,Operando
2024-11-29 13:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Manhã,1017,50,15.791,Operando
2024-11-29 14:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1236,26,17.414,Operando
2024-11-29 14:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,902,31,14.293,Operando
2024-11-29 15:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1126,29,15.333,Operando
2024-11-29 15:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,946,46,14.404,Operando
2024-11-29 16:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1217,6,16.52,Operando
2024-11-29 16:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,1043,21,15.602,Operando
2024-11-29 17:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1238,35,17.085,Operando
2024-11-29 17:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,991,30,15.25,Operando
2024-11-29 18:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1205,20,16.31,Operando
2024-11-29 18:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,0,0,3.039,Parada/Manutencao
2024-11-29 19:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1168,20,16.178,Operando
2024-11-29 19:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,1004,31,15.75,Operando
2024-11-29 20:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1197,21,16.541,Operando
2024-11-29 20:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,991,41,15.231,Operando
2024-11-29 21:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Tarde,1131,18,15.563,Operando
2024-11-29 21:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Tarde,980,28,14.941,Operando
2024-11-29 22:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1098,19,15.597,Operando
2024-11-29 22:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,835,27,13.761,Operando
2024-11-29 23:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,0,0,1.975,Parada/Manutencao
2024-11-29 23:04:57.675014,2,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_02,Noite,810,38,13.261,Operando
2024-11-30 00:04:57.675014,1,spBv1.0/EcoTijolos/DDATA/Prensagem/Prensa_01,Noite,1058,27,14.13,Operando
