timestamp,maquina_id,turno,pecas_produzidas,pecas_refugadas,consumo_kwh,status
2024-11-26 17:21:43.025417,1,Tarde,1126,24,15.022,Operando
2024-11-26 17:21:43.025417,2,Tarde,888,39,14.466,Operando
2024-11-26 18:21:43.025417,1,Tarde,1200,8,15.842,Operando
2024-11-26 18:21:43.025417,2,Tarde,1053,40,15.773,Operando
2024-11-26 19:21:43.025417,1,Tarde,1186,22,15.754,Operando
2024-11-26 19:21:43.025417,2,Tarde,971,46,15.39,Operando
2024-11-26 20:21:43.025417,1,Tarde,1207,22,15.891,Operando
2024-11-26 20:21:43.025417,2,Tarde,1032,47,15.572,Operando
2024-11-26 21:21:43.025417,1,Tarde,1190,32,15.956,Operando
2024-11-26 21:21:43.025417,2,Tarde,903,35,14.776,Operando
2024-11-26 22:21:43.025417,1,Noite,1099,5,14.829,Operando
2024-11-26 22:21:43.025417,2,Noite,945,35,14.925,Operando
2024-11-26 23:21:43.025417,1,Noite,1110,3,14.967,Operando
2024-11-26 23:21:43.025417,2,Noite,894,28,14.115,Operando
2024-11-27 00:21:43.025417,1,Noite,1049,21,14.7,Operando
2024-11-27 00:21:43.025417,2,Noite,871,31,13.788,Operando
2024-11-27 01:21:43.025417,1,Noite,1105,7,15.617,Operando
2024-11-27 01:21:43.025417,2,Noite,860,20,14.154,Operando
2024-11-27 02:21:43.025417,1,Noite,1036,26,14.436,Operando
2024-11-27 02:21:43.025417,2,Noite,806,17,12.844,Operando
2024-11-27 03:21:43.025417,1,Noite,1064,21,14.73,Operando
2024-11-27 03:21:43.025417,2,Noite,858,21,13.308,Operando
2024-11-27 04:21:43.025417,1,Noite,1044,28,14.342,Operando
2024-11-27 04:21:43.025417,2,Noite,827,40,13.129,Operando
2024-11-27 05:21:43.025417,1,Noite,1017,22,14.23,Operando
2024-11-27 05:21:43.025417,2,Noite,899,36,13.797,Operando
2024-11-27 06:21:43.025417,1,Manhã,1165,17,15.87,Operando
2024-11-27 06:21:43.025417,2,Manhã,1024,25,15.466,Operando
2024-11-27 07:21:43.025417,1,Manhã,1161,13,15.597,Operando
2024-11-27 07:21:43.025417,2,Manhã,977,22,15.057,Operando
2024-11-27 08:21:43.025417,1,Manhã,1135,29,15.906,Operando
2024-11-27 08:21:43.025417,2,Manhã,965,33,14.537,Operando
2024-11-27 09:21:43.025417,1,Manhã,1126,17,15.68,Operando
2024-11-27 09:21:43.025417,2,Manhã,922,23,14.386,Operando
2024-11-27 10:21:43.025417,1,Manhã,1141,16,15.254,Operando
2024-11-27 10:21:43.025417,2,Manhã,952,46,15.33,Operando
2024-11-27 11:21:43.025417,1,Manhã,1204,32,15.903,Operando
2024-11-27 11:21:43.025417,2,Manhã,906,21,14.344,Operando
2024-11-27 12:21:43.025417,1,Manhã,1148,34,16.154,Operando
2024-11-27 12:21:43.025417,2,Manhã,976,22,15.353,Operando
2024-11-27 13:21:43.025417,1,Manhã,1188,7,16.678,Operando
2024-11-27 13:21:43.025417,2,Manhã,1060,31,16.791,Operando
2024-11-27 14:21:43.025417,1,Tarde,1224,9,16.575,Operando
2024-11-27 14:21:43.025417,2,Tarde,974,46,15.614,Operando
2024-11-27 15:21:43.025417,1,Tarde,1210,33,16.944,Operando
2024-11-27 15:21:43.025417,2,Tarde,1032,27,15.433,Operando
2024-11-27 16:21:43.025417,1,Tarde,1177,11,16.81,Operando
2024-11-27 16:21:43.025417,2,Tarde,924,25,14.579,Operando
2024-11-27 17:21:43.025417,1,Tarde,1140,9,15.272,Operando
2024-11-27 17:21:43.025417,2,Tarde,929,37,14.636,Operando
2024-11-27 18:21:43.025417,1,Tarde,1223,11,16.646,Operando
2024-11-27 18:21:43.025417,2,Tarde,1002,43,15.261,Operando
2024-11-27 19:21:43.025417,1,Tarde,1197,27,16.452,Operando
2024-11-27 19:21:43.025417,2,Tarde,979,37,14.705,Operando
2024-11-27 20:21:43.025417,1,Tarde,1225,14,16.784,Operando
2024-11-27 20:21:43.025417,2,Tarde,943,24,14.751,Operando
2024-11-27 21:21:43.025417,1,Tarde,1240,9,16.921,Operando
2024-11-27 21:21:43.025417,2,Tarde,1006,43,15.845,Operando
2024-11-27 22:21:43.025417,1,Noite,1086,25,14.436,Operando
2024-11-27 22:21:43.025417,2,Noite,883,41,14.476,Operando
2024-11-27 23:21:43.025417,1,Noite,1061,26,15.323,Operando
2024-11-27 23:21:43.025417,2,Noite,896,38,13.812,Operando
2024-11-28 00:21:43.025417,1,Noite,1067,7,15.31,Operando
2024-11-28 00:21:43.025417,2,Noite,946,35,15.021,Operando
2024-11-28 01:21:43.025417,1,Noite,1072,18,15.334,Operando
2024-11-28 01:21:43.025417,2,Noite,0,0,2.891,Parada/Manutencao
2024-11-28 02:21:43.025417,1,Noite,1053,27,14.65,Operando
2024-11-28 02:21:43.025417,2,Noite,938,39,15.286,Operando
2024-11-28 03:21:43.025417,1,Noite,1098,28,15.638,Operando
2024-11-28 03:21:43.025417,2,Noite,939,27,14.684,Operando
2024-11-28 04:21:43.025417,1,Noite,1013,9,14.283,Operando
2024-11-28 04:21:43.025417,2,Noite,890,44,14.705,Operando
2024-11-28 05:21:43.025417,1,Noite,1060,20,14.986,Operando
2024-11-28 05:21:43.025417,2,Noite,830,34,13.72,Operando
2024-11-28 06:21:43.025417,1,Manhã,1168,23,15.769,Operando
2024-11-28 06:21:43.025417,2,Manhã,1023,47,15.91,Operando
2024-11-28 07:21:43.025417,1,Manhã,1176,30,16.432,Operando
2024-11-28 07:21:43.025417,2,Manhã,953,40,15.412,Operando
2024-11-28 08:21:43.025417,1,Manhã,1182,34,15.573,Operando
2024-11-28 08:21:43.025417,2,Manhã,1033,45,16.063,Operando
2024-11-28 09:21:43.025417,1,Manhã,1128,24,15.921,Operando
2024-11-28 09:21:43.025417,2,Manhã,981,26,15.689,Operando
2024-11-28 10:21:43.025417,1,Manhã,1183,34,16.633,Operando
2024-11-28 10:21:43.025417,2,Manhã,1003,44,15.147,Operando
2024-11-28 11:21:43.025417,1,Manhã,1191,8,16.709,Operando
2024-11-28 11:21:43.025417,2,Manhã,928,30,14.979,Operando
2024-11-28 12:21:43.025417,1,Manhã,1165,24,16.29,Operando
2024-11-28 12:21:43.025417,2,Manhã,894,37,14.106,Operando
2024-11-28 13:21:43.025417,1,Manhã,1213,26,17.275,Operando
2024-11-28 13:21:43.025417,2,Manhã,1033,22,16.149,Operando
2024-11-28 14:21:43.025417,1,Tarde,1180,14,15.453,Operando
2024-11-28 14:21:43.025417,2,Tarde,0,0,3.279,Parada/Manutencao
2024-11-28 15:21:43.025417,1,Tarde,1232,31,16.093,Operando
2024-11-28 15:21:43.025417,2,Tarde,1055,39,16.539,Operando
2024-11-28 16:21:43.025417,1,Tarde,1188,8,16.76,Operando
2024-11-28 16:21:43.025417,2,Tarde,888,22,13.652,Operando
2024-11-28 17:21:43.025417,1,Tarde,1138,11,15.676,Operando
2024-11-28 17:21:43.025417,2,Tarde,895,31,14.285,Operando
2024-11-28 18:21:43.025417,1,Tarde,1135,21,15.363,Operando
2024-11-28 18:21:43.025417,2,Tarde,997,43,15.687,Operando
2024-11-28 19:21:43.025417,1,Tarde,1143,22,15.704,Operando
2024-11-28 19:21:43.025417,2,Tarde,918,30,14.465,Operando
2024-11-28 20:21:43.025417,1,Tarde,1206,28,16.947,Operando
2024-11-28 20:21:43.025417,2,Tarde,957,39,15.439,Operando
2024-11-28 21:21:43.025417,1,Tarde,1142,23,15.313,Operando
2024-11-28 21:21:43.025417,2,Tarde,996,26,15.197,Operando
2024-11-28 22:21:43.025417,1,Noite,1076,3,15.376,Operando
2024-11-28 22:21:43.025417,2,Noite,897,32,14.703,Operando
2024-11-28 23:21:43.025417,1,Noite,1020,19,14.49,Operando
2024-11-28 23:21:43.025417,2,Noite,937,28,14.322,Operando
2024-11-29 00:21:43.025417,1,Noite,1105,9,15.434,Operando
2024-11-29 00:21:43.025417,2,Noite,845,31,13.182,Operando
2024-11-29 01:21:43.025417,1,Noite,1092,16,14.626,Operando
2024-11-29 01:21:43.025417,2,Noite,907,20,14.323,Operando
2024-11-29 02:21:43.025417,1,Noite,1058,13,14.245,Operando
2024-11-29 02:21:43.025417,2,Noite,827,25,13.614,Operando
2024-11-29 03:21:43.025417,1,Noite,1040,19,15.092,Operando
2024-11-29 03:21:43.025417,2,Noite,870,21,13.423,Operando
2024-11-29 04:21:43.025417,1,Noite,1110,7,15.852,Operando
2024-11-29 04:21:43.025417,2,Noite,834,28,13.97,Operando
2024-11-29 05:21:43.025417,1,Noite,1038,9,15.046,Operando
2024-11-29 05:21:43.025417,2,Noite,806,19,13.618,Operando
2024-11-29 06:21:43.025417,1,Manhã,1161,16,15.24,Operando
2024-11-29 06:21:43.025417,2,Manhã,1015,45,15.976,Operando
2024-11-29 07:21:43.025417,1,Manhã,1212,18,15.994,Operando
2024-11-29 07:21:43.025417,2,Manhã,1010,42,15.829,Operando
2024-11-29 08:21:43.025417,1,Manhã,1161,5,15.382,Operando
2024-11-29 08:21:43.025417,2,Manhã,1026,35,16.05,Operando
2024-11-29 09:21:43.025417,1,Manhã,1218,15,17.255,Operando
2024-11-29 09:21:43.025417,2,Manhã,0,0,3.035,Parada/Manutencao
2024-11-29 10:21:43.025417,1,Manhã,1216,4,16.488,Operando
2024-11-29 10:21:43.025417,2,Manhã,957,25,14.954,Operando
2024-11-29 11:21:43.025417,1,Manhã,1241,23,17.418,Operando
2024-11-29 11:21:43.025417,2,Manhã,961,42,15.205,Operando
2024-11-29 12:21:43.025417,1,Manhã,1241,4,17.121,Operando
2024-11-29 12:21:43.025417,2,Manhã,1028,37,15.345,Operando
2024-11-29 13:21:43.025417,1,Manhã,1234,6,17.337,Operando
2024-11-29 13:21:43.025417,2,Manhã,1007,24,15.279,Operando
2024-11-29 14:21:43.025417,1,Tarde,1150,5,15.412,Operando
2024-11-29 14:21:43.025417,2,Tarde,913,42,14.723,Operando
2024-11-29 15:21:43.025417,1,Tarde,1140,33,16.063,Operando
2024-11-29 15:21:43.025417,2,Tarde,1027,35,15.998,Operando
2024-11-29 16:21:43.025417,1,Tarde,1173,27,16.327,Operando
2024-11-29 16:21:43.025417,2,Tarde,980,48,15.648,Operando
2024-11-29 17:21:43.025417,1,Tarde,1162,22,15.552,Operando
2024-11-29 17:21:43.025417,2,Tarde,1029,37,16.064,Operando
2024-11-29 18:21:43.025417,1,Tarde,1240,15,16.679,Operando
2024-11-29 18:21:43.025417,2,Tarde,1042,31,15.653,Operando
2024-11-29 19:21:43.025417,1,Tarde,1200,15,16.785,Operando
2024-11-29 19:21:43.025417,2,Tarde,937,44,14.546,Operando
2024-11-29 20:21:43.025417,1,Tarde,1184,9,16.884,Operando
2024-11-29 20:21:43.025417,2,Tarde,0,0,3.144,Parada/Manutencao
2024-11-29 21:21:43.025417,1,Tarde,1221,21,16.743,Operando
2024-11-29 21:21:43.025417,2,Tarde,977,42,15.068,Operando
2024-11-29 22:21:43.025417,1,Noite,1066,16,15.343,Operando
2024-11-29 22:21:43.025417,2,Noite,825,20,13.137,Operando
2024-11-29 23:21:43.025417,1,Noite,1064,28,14.63,Operando
2024-11-29 23:21:43.025417,2,Noite,828,19,12.975,Operando
2024-11-30 00:21:43.025417,1,Noite,1013,8,13.925,Operando
2024-11-30 00:21:43.025417,2,Noite,911,30,13.952,Operando
2024-11-30 01:21:43.025417,1,Noite,1015,18,13.96,Operando
2024-11-30 01:21:43.025417,2,Noite,844,29,14.103,Operando
2024-11-30 02:21:43.025417,1,Noite,1090,27,15.272,Operando
2024-11-30 02:21:43.025417,2,Noite,915,19,14.127,Operando
2024-11-30 03:21:43.025417,1,Noite,1084,11,14.408,Operando
2024-11-30 03:21:43.025417,2,Noite,904,43,14.751,Operando
2024-11-30 04:21:43.025417,1,Noite,1045,17,13.963,Operando
2024-11-30 04:21:43.025417,2,Noite,925,45,14.704,Operando
2024-11-30 05:21:43.025417,1,Noite,1057,22,14.225,Operando
2024-11-30 05:21:43.025417,2,Noite,806,30,12.823,Operando
2024-11-30 06:21:43.025417,1,Manhã,1128,30,15.096,Operando
2024-11-30 06:21:43.025417,2,Manhã,1047,40,16.579,Operando
2024-11-30 07:21:43.025417,1,Manhã,1215,7,16.913,Operando
2024-11-30 07:21:43.025417,2,Manhã,1053,23,16.589,Operando
2024-11-30 08:21:43.025417,1,Manhã,1144,5,15.796,Operando
2024-11-30 08:21:43.025417,2,Manhã,1034,37,15.5,Operando
2024-11-30 09:21:43.025417,1,Manhã,1155,15,16.4,Operando
2024-11-30 09:21:43.025417,2,Manhã,935,29,15.136,Operando
2024-11-30 10:21:43.025417,1,Manhã,1216,35,16.915,Operando
2024-11-30 10:21:43.025417,2,Manhã,999,23,15.836,Operando
2024-11-30 11:21:43.025417,1,Manhã,0,0,1.623,Parada/Manutencao
2024-11-30 11:21:43.025417,2,Manhã,920,41,14.221,Operando
2024-11-30 12:21:43.025417,1,Manhã,1215,12,15.995,Operando
2024-11-30 12:21:43.025417,2,Manhã,950,38,14.789,Operando
2024-11-30 13:21:43.025417,1,Manhã,1124,11,15.884,Operando
2024-11-30 13:21:43.025417,2,Manhã,1038,30,16.188,Operando
2024-11-30 14:21:43.025417,1,Tarde,1158,8,15.748,Operando
2024-11-30 14:21:43.025417,2,Tarde,951,29,14.995,Operando
2024-11-30 15:21:43.025417,1,Tarde,1215,24,16.052,Operando
2024-11-30 15:21:43.025417,2,Tarde,918,43,14.592,Operando
2024-11-30 16:21:43.025417,1,Tarde,1188,12,16.653,Operando
2024-11-30 16:21:43.025417,2,Tarde,1035,44,15.349,Operando
2024-11-30 17:21:43.025417,1,Tarde,1193,15,16.651,Operando
2024-11-30 17:21:43.025417,2,Tarde,956,40,14.508,Operando
2024-11-30 18:21:43.025417,1,Tarde,1140,12,15.108,Operando
2024-11-30 18:21:43.025417,2,Tarde,1064,21,16.24,Operando
2024-11-30 19:21:43.025417,1,Tarde,1132,33,14.96,Operando
2024-11-30 19:21:43.025417,2,Tarde,988,38,15.519,Operando
2024-11-30 20:21:43.025417,1,Tarde,1165,31,15.714,Operando
2024-11-30 20:21:43.025417,2,Tarde,971,26,14.95,Operando
2024-11-30 21:21:43.025417,1,Tarde,1180,11,16.638,Operando
2024-11-30 21:21:43.025417,2,Tarde,1022,34,16.03,Operando
2024-11-30 22:21:43.025417,1,Noite,1016,29,14.794,Operando
2024-11-30 22:21:43.025417,2,Noite,811,33,12.963,Operando
2024-11-30 23:21:43.025417,1,Noite,1019,21,14.068,Operando
2024-11-30 23:21:43.025417,2,Noite,864,24,13.364,Operando
2024-12-01 00:21:43.025417,1,Noite,0,0,1.667,Parada/Manutencao
2024-12-01 00:21:43.025417,2,Noite,0,0,2.995,Parada/Manutencao
2024-12-01 01:21:43.025417,1,Noite,0,0,1.894,Parada/Manutencao
2024-12-01 01:21:43.025417,2,Noite,0,0,3.286,Parada/Manutencao
2024-12-01 02:21:43.025417,1,Noite,0,0,1.977,Parada/Manutencao
2024-12-01 02:21:43.025417,2,Noite,0,0,2.938,Parada/Manutencao
2024-12-01 03:21:43.025417,1,Noite,0,0,1.752,Parada/Manutencao
2024-12-01 03:21:43.025417,2,Noite,0,0,3.009,Parada/Manutencao
2024-12-01 04:21:43.025417,1,Noite,0,0,1.915,Parada/Manutencao
2024-12-01 04:21:43.025417,2,Noite,0,0,2.875,Parada/Manutencao
2024-12-01 05:21:43.025417,1,Noite,0,0,1.644,Parada/Manutencao
2024-12-01 05:21:43.025417,2,Noite,0,0,3.062,Parada/Manutencao
2024-12-01 06:21:43.025417,1,Manhã,0,0,1.837,Parada/Manutencao
2024-12-01 06:21:43.025417,2,Manhã,0,0,3.151,Parada/Manutencao
2024-12-01 07:21:43.025417,1,Manhã,0,0,1.752,Parada/Manutencao
2024-12-01 07:21:43.025417,2,Manhã,0,0,2.91,Parada/Manutencao
2024-12-01 08:21:43.025417,1,Manhã,0,0,1.68,Parada/Manutencao
2024-12-01 08:21:43.025417,2,Manhã,0,0,3.152,Parada/Manutencao
2024-12-01 09:21:43.025417,1,Manhã,0,0,1.601,Parada/Manutencao
2024-12-01 09:21:43.025417,2,Manhã,0,0,3.37,Parada/Manutencao
2024-12-01 10:21:43.025417,1,Manhã,0,0,1.883,Parada/Manutencao
2024-12-01 10:21:43.025417,2,Manhã,0,0,3.428,Parada/Manutencao
2024-12-01 11:21:43.025417,1,Manhã,0,0,1.74,Parada/Manutencao
2024-12-01 11:21:43.025417,2,Manhã,0,0,3.315,Parada/Manutencao
2024-12-01 12:21:43.025417,1,Manhã,0,0,1.725,Parada/Manutencao
2024-12-01 12:21:43.025417,2,Manhã,0,0,3.026,Parada/Manutencao
2024-12-01 13:21:43.025417,1,Manhã,0,0,1.649,Parada/Manutencao
2024-12-01 13:21:43.025417,2,Manhã,0,0,3.175,Parada/Manutencao
2024-12-01 14:21:43.025417,1,Tarde,0,0,1.738,Parada/Manutencao
2024-12-01 14:21:43.025417,2,Tarde,0,0,2.957,Parada/Manutencao
2024-12-01 15:21:43.025417,1,Tarde,0,0,1.966,Parada/Manutencao
2024-12-01 15:21:43.025417,2,Tarde,0,0,3.349,Parada/Manutencao
2024-12-01 16:21:43.025417,1,Tarde,0,0,1.794,Parada/Manutencao
2024-12-01 16:21:43.025417,2,Tarde,0,0,2.818,Parada/Manutencao
2024-12-01 17:21:43.025417,1,Tarde,0,0,1.885,Parada/Manutencao
2024-12-01 17:21:43.025417,2,Tarde,0,0,3.483,Parada/Manutencao
2024-12-01 18:21:43.025417,1,Tarde,0,0,1.855,Parada/Manutencao
2024-12-01 18:21:43.025417,2,Tarde,0,0,3.053,Parada/Manutencao
2024-12-01 19:21:43.025417,1,Tarde,0,0,1.875,Parada/Manutencao
2024-12-01 19:21:43.025417,2,Tarde,0,0,2.954,Parada/Manutencao
2024-12-01 20:21:43.025417,1,Tarde,0,0,1.626,Parada/Manutencao
2024-12-01 20:21:43.025417,2,Tarde,0,0,3.016,Parada/Manutencao
2024-12-01 21:21:43.025417,1,Tarde,0,0,1.8,Parada/Manutencao
2024-12-01 21:21:43.025417,2,Tarde,0,0,3.276,Parada/Manutencao
2024-12-01 22:21:43.025417,1,Noite,0,0,1.757,Parada/Manutencao
2024-12-01 22:21:43.025417,2,Noite,0,0,3.435,Parada/Manutencao
2024-12-01 23:21:43.025417,1,Noite,0,0,1.93,Parada/Manutencao
2024-12-01 23:21:43.025417,2,Noite,0,0,2.841,Parada/Manutencao
2024-12-02 00:21:43.025417,1,Noite,1053,19,14.964,Operando
2024-12-02 00:21:43.025417,2,Noite,800,28,13.446,Operando
2024-12-02 01:21:43.025417,1,Noite,1017,3,14.58,Operando
2024-12-02 01:21:43.025417,2,Noite,815,40,13.398,Operando
2024-12-02 02:21:43.025417,1,Noite,1028,21,14.065,Operando
2024-12-02 02:21:43.025417,2,Noite,902,35,14.021,Operando
2024-12-02 03:21:43.025417,1,Noite,1079,29,14.52,Operando
2024-12-02 03:21:43.025417,2,Noite,803,31,13.144,Operando
2024-12-02 04:21:43.025417,1,Noite,1050,31,14.421,Operando
2024-12-02 04:21:43.025417,2,Noite,937,24,14.421,Operando
2024-12-02 05:21:43.025417,1,Noite,1079,31,15.506,Operando
2024-12-02 05:21:43.025417,2,Noite,878,42,13.777,Operando
2024-12-02 06:21:43.025417,1,Manhã,1143,17,15.234,Operando
2024-12-02 06:21:43.025417,2,Manhã,933,26,14.238,Operando
2024-12-02 07:21:43.025417,1,Manhã,1224,5,16.034,Operando
2024-12-02 07:21:43.025417,2,Manhã,1010,49,15.26,Operando
2024-12-02 08:21:43.025417,1,Manhã,1200,4,15.963,Operando
